DATE,TIME,MODE,CNO,LAT,LON,ALT,ROLL,PITCH,YAW,GPS_VAL,RSSI,BAT,ACC_N,ACC_E,ACC_D,VEL_N,VEL_E,VEL_D,ODOM_X,ODOM_Y,ODOM_TH
20241117.0,2210390.0,82.0,36.0,35.5092652,128.2946637,78.10300000000001,-50.23994064331055,4.915489196777344,229.01495361328125,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210390.0,82.0,36.0,35.5092652,128.2946637,78.10300000000001,-50.23994064331055,4.915489196777344,229.01495361328125,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210390.0,82.0,36.0,35.5092652,128.2946637,78.10300000000001,-50.23994064331055,4.915489196777344,229.01495361328125,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210390.0,82.0,36.0,35.5092652,128.2946637,78.10300000000001,-50.23994064331055,4.915489196777344,229.01495361328125,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210390.0,82.0,36.0,35.5092652,128.2946637,78.10300000000001,-50.23994064331055,4.915489196777344,229.01495361328125,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210390.0,82.0,36.0,35.5092652,128.2946637,78.10300000000001,-50.23994064331055,4.915489196777344,229.01495361328125,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210390.0,82.0,36.0,35.5092652,128.2946637,78.10300000000001,-50.23994064331055,4.915489196777344,229.01495361328125,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210400.0,82.0,36.0,35.5092652,128.2946638,78.104,-50.309547424316406,4.903282165527344,227.86068725585938,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210400.0,82.0,36.0,35.5092652,128.2946638,78.104,-50.309547424316406,4.903282165527344,227.86068725585938,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210400.0,82.0,36.0,35.5092652,128.2946638,78.104,-50.309547424316406,4.903282165527344,227.86068725585938,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210400.0,82.0,36.0,35.5092652,128.2946638,78.104,-50.309547424316406,4.903282165527344,227.86068725585938,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210400.0,82.0,36.0,35.5092652,128.2946638,78.104,-50.309547424316406,4.903282165527344,227.86068725585938,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210400.0,82.0,36.0,35.5092652,128.2946638,78.104,-50.309547424316406,4.903282165527344,227.86068725585938,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2210400.0,82.0,36.0,35.5092652,128.2946638,78.104,-50.309547424316406,4.903282165527344,227.86068725585938,159.0,-69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
