DATE,TIME,MODE,CNO,LAT,LON,ALT,ROLL,PITCH,YAW,GPS_VAL,RSSI,BAT,ACC_N,ACC_E,ACC_D,VEL_N,VEL_E,VEL_D,ODOM_X,ODOM_Y,ODOM_TH
20241117.0,2292510.0,147.0,35.0,35.5092643,128.2946578,79.024,-47.460350036621094,-1.0311005115509033,338.5747985839844,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292510.0,147.0,35.0,35.5092643,128.2946578,79.024,-47.460350036621094,-1.0311005115509033,338.5747985839844,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292520.0,148.0,35.0,35.5092644,128.2946579,79.027,-47.705684661865234,-1.1562607288360596,337.6882629394531,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292520.0,148.0,35.0,35.5092644,128.2946579,79.027,-47.705684661865234,-1.1562607288360596,337.6882629394531,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292520.0,148.0,35.0,35.5092644,128.2946579,79.027,-47.705684661865234,-1.1562607288360596,337.6882629394531,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292520.0,148.0,35.0,35.5092644,128.2946579,79.027,-47.705684661865234,-1.1562607288360596,337.6882629394531,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292520.0,148.0,35.0,35.5092644,128.2946579,79.027,-47.705684661865234,-1.1562607288360596,337.6882629394531,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292520.0,148.0,35.0,35.5092644,128.2946579,79.027,-47.705684661865234,-1.1562607288360596,337.6882629394531,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292520.0,148.0,35.0,35.5092644,128.2946579,79.027,-47.705684661865234,-1.1562607288360596,337.6882629394531,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292520.0,148.0,35.0,35.5092644,128.2946579,79.027,-47.705684661865234,-1.1562607288360596,337.6882629394531,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292520.0,148.0,35.0,35.5092644,128.2946579,79.027,-47.705684661865234,-1.1562607288360596,337.6882629394531,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292520.0,148.0,35.0,35.5092644,128.2946579,79.027,-47.705684661865234,-1.1562607288360596,337.6882629394531,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292530.0,148.0,35.0,35.5092645,128.2946579,79.028,-47.580970764160156,-1.718839406967163,336.30517578125,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292530.0,148.0,35.0,35.5092645,128.2946579,79.028,-47.580970764160156,-1.718839406967163,336.30517578125,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292530.0,148.0,35.0,35.5092645,128.2946579,79.028,-47.580970764160156,-1.718839406967163,336.30517578125,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292530.0,148.0,35.0,35.5092645,128.2946579,79.028,-47.580970764160156,-1.718839406967163,336.30517578125,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292530.0,148.0,35.0,35.5092645,128.2946579,79.028,-47.580970764160156,-1.718839406967163,336.30517578125,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292530.0,148.0,35.0,35.5092645,128.2946579,79.028,-47.580970764160156,-1.718839406967163,336.30517578125,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292530.0,148.0,35.0,35.5092645,128.2946579,79.028,-47.580970764160156,-1.718839406967163,336.30517578125,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292530.0,148.0,35.0,35.5092645,128.2946579,79.028,-47.580970764160156,-1.718839406967163,336.30517578125,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292530.0,148.0,35.0,35.5092645,128.2946579,79.028,-47.580970764160156,-1.718839406967163,336.30517578125,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292530.0,148.0,35.0,35.5092645,128.2946579,79.028,-47.580970764160156,-1.718839406967163,336.30517578125,159.0,-57.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292540.0,148.0,35.0,35.5092645,128.2946581,79.022,-47.43141555786133,-3.174898862838745,334.12030029296875,159.0,-55.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20241117.0,2292540.0,148.0,35.0,35.5092645,128.2946581,79.022,-47.43141555786133,-3.174898862838745,334.12030029296875,159.0,-55.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
