DATE,TIME,MODE,CNO,LAT,LON,ALT,ROLL,PITCH,YAW,GPS_VAL,RSSI,BAT,ACC_N,ACC_E,ACC_D,VEL_N,VEL_E,VEL_D
20241111.0,1175750.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175760.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175770.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175780.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175790.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175790.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175810.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175820.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175830.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175840.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175850.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175860.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175870.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175880.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175890.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175890.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175910.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175920.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175930.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175940.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175950.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175960.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175970.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175980.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175990.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
20241111.0,1175990.0,0.0,0.0,35.509048400000005,128.2947134,79.47,0.0,0.0,180.0,16.0,-25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
